satisfaction_level,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,left
40,2,130,0,0,low,1
89,5,200,0,0,low,1
42,2,143,0,0,low,1
46,2,129,0,0,low,1
9,6,200,0,0,low,1
37,2,155,0,0,low,1
10,6,200,0,0,low,1
10,6,200,0,0,low,1
11,6,200,0,0,low,1
90,5,200,0,0,medium,1
38,2,154,0,0,medium,1
36,2,147,0,0,medium,1
42,2,150,0,0,medium,1
9,7,200,0,0,medium,1
43,2,158,0,0,medium,1
24,7,200,0,0,medium,1
91,4,200,0,0,medium,1
44,2,148,0,0,medium,1
71,3,177,0,0,medium,1
40,2,155,0,0,medium,1
43,2,144,0,0,medium,1
9,6,200,0,0,high,0
43,2,160,0,0,low,1
90,4,200,0,0,medium,1
84,5,200,0,0,medium,1
37,2,137,0,0,medium,1
86,5,200,0,0,medium,1
11,6,200,0,0,low,1
37,2,133,0,0,low,1
40,2,132,0,0,low,1
14,4,158,1,0,low,1
40,2,135,0,0,low,1
75,4,200,0,0,low,1
11,6,200,1,0,low,1
46,2,138,0,0,low,1
11,6,200,0,0,low,1
38,2,132,0,0,low,1
70,3,183,0,0,low,1
9,6,200,0,0,low,1
37,2,151,0,0,low,1
10,6,200,0,0,low,1
38,2,140,0,0,low,1
90,5,200,0,0,low,1
44,2,138,0,0,low,1
36,2,132,0,0,low,1
31,7,133,0,0,low,1
10,6,200,1,0,low,1
42,2,129,0,0,low,1
74,4,200,0,0,low,1
73,5,200,0,0,low,1
9,6,200,0,0,low,1
45,2,155,0,0,low,1
11,6,200,0,0,low,1
37,2,152,0,0,low,1
84,4,200,0,0,low,1
41,2,151,0,0,low,1
76,4,200,0,0,low,1
11,6,200,0,0,low,1
84,4,200,1,0,low,1
39,2,147,0,0,low,1
11,6,200,0,0,low,1
45,2,154,0,0,low,1
37,2,143,0,0,low,1
40,2,155,0,0,low,1
39,2,160,0,0,low,1
11,6,200,0,0,low,1
83,5,200,0,0,low,1
11,6,200,0,0,low,1
39,2,136,0,0,low,1
45,2,132,0,0,low,1
10,7,200,0,0,low,1
90,5,200,0,0,low,1
45,2,147,0,0,low,1
79,5,200,0,0,low,1
90,5,200,0,0,low,1
11,7,200,0,0,low,1
43,2,129,0,0,low,1
31,5,132,0,0,low,1
32,2,135,0,0,low,1
45,2,158,0,0,low,1
81,4,200,0,0,low,1
41,2,160,0,1,low,1
11,7,200,0,0,low,1
10,6,200,0,0,low,1
70,2,200,0,0,low,1
54,4,164,0,0,low,1
41,2,148,0,0,low,1
38,2,140,0,0,medium,1
37,2,127,0,0,medium,1
11,6,200,0,0,medium,1
40,2,146,0,0,medium,1
10,6,200,0,0,medium,1
89,5,200,0,0,medium,1
11,6,200,0,0,medium,1
36,2,141,0,0,medium,1
40,2,127,0,0,medium,1
9,6,200,0,0,medium,1
40,2,143,0,0,medium,1
37,2,152,0,0,medium,1
44,2,156,0,0,high,1
9,7,200,0,0,low,1
92,4,200,1,0,medium,1
74,4,200,0,0,medium,1
9,6,200,0,0,medium,1
89,4,200,0,0,medium,1
9,6,200,0,0,low,1
27,7,200,0,0,low,1
10,6,200,0,0,low,1
10,7,200,0,0,low,1
77,5,200,0,0,low,1
90,5,200,0,0,low,1
39,2,135,0,0,low,1
76,5,200,0,0,low,1
10,6,200,0,0,low,1
87,5,200,0,0,low,1
38,2,153,0,0,low,1
77,5,200,0,0,low,1
78,4,200,0,0,low,1
44,2,128,0,0,low,1
38,2,153,0,0,low,1
43,2,156,0,0,low,1
39,4,200,0,0,low,1
88,5,200,0,0,low,1
45,2,153,0,0,low,1
40,2,151,0,0,low,1
36,2,155,0,0,low,1
36,2,158,0,0,low,1
90,5,200,0,0,low,1
43,2,131,0,0,low,1
89,5,200,0,0,low,1
10,6,200,0,0,low,1
37,2,135,0,0,low,1
37,2,153,0,0,low,1
87,5,200,0,0,low,1
40,2,149,0,0,low,1
90,4,200,0,0,low,1
37,2,158,0,0,low,1
44,2,149,0,0,low,1
85,5,200,0,0,low,1
78,5,200,0,0,low,1
42,2,159,0,0,low,1
92,5,200,0,0,low,1
11,6,200,0,0,low,1
42,2,134,0,0,low,1
48,4,200,0,0,low,1
83,4,200,0,0,low,1
40,2,151,0,0,low,1
43,2,135,0,0,low,1
43,2,146,0,0,low,1
10,7,200,0,0,low,1
10,7,200,0,0,low,1
37,2,156,0,0,low,1
38,2,156,0,0,low,1
40,2,128,0,0,low,1
89,5,200,0,0,low,1
45,2,155,0,0,low,1
37,2,159,0,0,low,1
46,2,148,0,0,low,1
87,4,200,0,0,low,1
11,6,200,0,0,low,1
79,5,200,0,0,low,1
79,5,200,0,0,low,1
19,7,192,0,0,low,1
87,4,200,0,0,low,1
60,2,200,0,0,low,1
44,2,156,0,0,medium,1
11,6,200,1,0,medium,1
42,2,156,0,0,medium,1
88,5,200,1,0,medium,1
11,6,200,0,0,medium,1
46,2,154,0,0,medium,1
82,5,200,0,0,medium,1
44,2,131,0,0,medium,1
11,6,200,0,0,medium,1
42,2,139,0,0,medium,1
84,4,200,0,0,medium,1
11,6,200,0,0,medium,1
45,2,129,0,0,high,1
38,2,156,0,0,low,1
38,6,139,0,0,medium,1
44,2,127,0,0,medium,1
11,6,200,0,0,medium,1
81,5,200,0,0,medium,1
9,6,200,0,0,low,1
11,6,200,0,0,low,1
81,5,200,0,0,low,1
10,6,200,1,0,low,1
74,5,200,0,0,low,1
9,6,200,0,0,low,1
82,4,200,1,0,low,1
10,6,200,0,0,low,1
27,3,200,0,0,low,1
83,5,200,0,0,low,1
10,6,200,1,0,low,1
38,2,144,0,0,low,1
40,2,148,0,0,low,1
11,6,200,0,0,low,1
11,6,200,0,1,low,1
82,5,200,0,0,low,1
36,2,137,0,0,low,1
40,2,128,0,0,low,1
87,5,200,0,0,low,1
41,2,146,0,0,low,1
11,6,200,1,0,low,1
10,6,200,0,0,medium,1
38,2,146,0,0,medium,1
39,2,156,0,0,medium,1
40,2,147,0,0,medium,1
45,2,136,0,0,medium,1
74,5,200,0,0,medium,1
45,2,151,0,0,medium,1
12,3,200,0,0,medium,1
10,7,200,0,0,medium,1
37,2,127,0,0,medium,1
89,5,200,0,0,medium,1
45,2,135,0,0,medium,1
37,2,149,0,0,high,0
11,5,200,0,0,low,1
41,2,145,0,0,medium,1
10,6,200,0,0,medium,1
10,7,200,0,0,medium,1
11,7,200,0,0,medium,1
40,2,139,0,0,low,1
41,2,130,0,0,low,1
10,6,200,0,0,low,1
73,4,200,0,0,low,1
43,2,135,0,0,low,1
37,2,153,0,0,low,1
11,6,200,0,0,low,1
40,2,130,0,0,low,1
41,2,153,1,0,low,1
82,5,200,0,0,low,1
61,2,200,0,0,low,1
11,7,200,0,0,low,1
37,2,131,0,0,low,1
41,2,135,0,0,low,1
37,2,157,0,0,low,1
88,5,200,0,0,low,1
10,6,200,0,0,low,1
44,2,148,0,0,low,1
38,2,140,0,0,low,1
11,7,200,0,0,low,1
9,6,200,0,0,low,1
45,2,145,0,0,medium,1
10,6,200,0,0,medium,1
45,2,151,0,0,medium,1
77,5,200,0,0,medium,1
44,2,140,0,0,medium,1
39,2,142,0,0,medium,1
10,6,200,0,0,medium,1
9,7,200,0,0,medium,1
37,2,141,0,0,medium,1
90,5,200,0,0,medium,1
41,2,143,0,0,medium,1
37,2,155,0,0,medium,1
10,6,200,0,0,high,0
81,4,200,0,0,low,1
11,6,200,0,0,medium,1
11,7,200,0,0,medium,1
40,2,149,0,0,medium,1
9,6,200,0,0,medium,1
48,3,200,0,0,low,1
91,4,200,0,0,low,1
43,2,135,0,0,low,1
33,6,200,0,0,low,1
41,2,136,0,0,low,1
41,2,154,0,0,low,1
37,2,149,0,0,low,1
31,6,135,0,0,low,1
9,6,200,0,0,low,1
10,6,200,0,0,low,1
76,4,200,0,0,low,1
41,2,145,0,0,low,1
72,5,200,0,0,low,1
40,2,141,1,0,low,1
91,4,200,0,0,low,1
10,6,200,0,0,low,1
40,2,131,0,0,low,1
82,5,200,0,0,low,1
10,6,200,0,0,low,1
37,2,142,0,0,low,1
36,2,135,0,0,low,1
39,2,141,0,0,medium,1
36,2,142,0,0,medium,1
86,5,200,0,0,medium,1
73,5,200,0,0,medium,1
56,4,200,0,0,medium,1
44,2,158,0,0,medium,1
31,4,200,0,0,medium,1
77,4,200,0,0,medium,1
44,2,156,0,0,medium,1
38,2,145,0,0,medium,1
45,2,144,0,0,medium,1
38,2,159,0,0,medium,1
36,2,156,0,0,high,0
75,5,200,0,0,low,1
10,6,200,0,0,medium,1
10,6,200,0,0,medium,1
45,2,157,0,0,medium,1
42,2,154,1,0,medium,1
78,4,200,0,0,low,1
45,2,148,0,0,low,1
84,4,200,0,0,low,1
11,6,200,0,0,low,1
42,2,133,0,0,low,1
45,2,128,0,0,low,1
46,2,139,0,0,low,1
9,6,200,0,0,low,1
87,4,200,0,0,low,1
10,6,200,0,0,low,1
91,5,200,0,0,low,1
76,4,200,0,0,low,1
74,5,200,0,0,low,1
92,5,200,0,0,low,1
76,5,200,0,0,low,1
47,4,200,0,0,low,1
73,5,200,0,0,low,1
9,6,200,0,0,low,1
91,4,200,0,0,low,1
82,4,200,0,0,low,1
28,6,200,0,0,low,1
84,4,200,0,0,medium,1
45,2,138,0,0,medium,1
45,2,142,0,0,medium,1
91,5,200,0,0,medium,1
42,2,155,0,0,medium,1
82,4,200,0,0,medium,1
11,6,200,0,0,medium,1
42,3,199,0,0,medium,1
82,4,200,0,0,medium,1
9,6,200,0,0,medium,1
10,6,200,0,0,medium,1
86,5,200,0,0,medium,1
40,2,143,0,0,high,0
45,2,130,0,0,low,1
42,2,136,0,0,medium,1
74,4,200,0,0,medium,1
55,3,180,0,0,medium,1
37,2,126,0,0,medium,1
41,2,127,1,0,low,1
89,5,195,0,0,low,1
41,2,160,0,0,low,1
44,2,150,0,0,low,1
87,4,200,0,0,low,1
10,6,200,0,0,low,1
41,2,135,0,0,low,1
11,6,200,0,0,low,1
43,2,160,0,0,low,1
77,4,200,0,0,low,1
41,2,136,0,0,low,1
41,2,139,0,0,low,1
36,2,151,0,0,low,1
77,5,200,0,0,low,1
81,5,200,0,0,low,1
39,2,127,0,0,low,1
9,6,200,0,0,low,1
44,2,143,0,0,low,1
10,5,200,0,0,low,1
36,2,159,0,0,low,1
81,5,200,0,0,low,1
81,4,200,0,0,medium,1
85,5,200,0,0,medium,1
10,6,200,0,0,medium,1
37,2,145,0,0,medium,1
9,7,200,1,0,medium,1
44,2,127,0,0,medium,1
86,5,200,0,0,medium,1
77,4,200,0,0,medium,1
41,2,136,0,0,medium,1
40,2,137,0,0,medium,1
43,2,135,0,0,medium,1
43,2,137,0,0,medium,1
80,3,200,0,0,high,1
80,4,200,0,0,low,1
82,5,200,0,0,medium,1
37,2,152,0,0,medium,1
37,2,134,0,0,medium,1
9,6,200,0,0,medium,1
90,5,200,0,0,low,1
41,2,159,0,0,low,1
10,6,200,0,0,low,1
44,2,149,0,0,low,1
89,5,200,0,0,low,1
42,2,149,0,0,low,1
87,5,200,0,0,low,1
45,2,134,0,0,low,1
11,5,200,0,0,low,1
9,6,200,0,0,low,1
76,5,200,0,0,low,1
11,7,200,0,0,low,1
37,2,151,0,0,low,1
10,6,200,0,0,low,1
77,4,200,0,0,low,1
42,2,143,1,0,low,1
38,2,145,0,0,low,1
32,5,172,0,0,low,1
38,2,135,0,0,low,1
19,4,192,0,0,low,1
10,7,200,0,0,low,1
76,4,200,0,0,medium,1
53,4,200,0,0,medium,1
39,2,151,0,0,medium,1
11,6,200,0,0,medium,1
10,6,200,0,0,medium,1
84,5,200,0,0,medium,1
82,4,200,0,0,medium,1
10,6,200,0,0,medium,1
59,7,200,0,0,medium,1
44,2,143,0,0,medium,1
89,2,181,0,0,medium,1
91,5,200,0,0,medium,1
66,5,161,0,0,high,1
11,7,200,0,0,low,1
43,2,155,0,0,medium,1
78,4,200,0,0,medium,1
11,6,200,0,0,medium,1
83,4,200,0,0,medium,1
39,2,158,0,0,low,1
38,2,158,0,0,low,1
37,2,155,0,0,low,1
44,2,146,0,0,low,1
53,2,164,0,0,low,1
9,6,200,0,0,low,1
11,6,200,0,0,low,1
83,5,200,0,0,low,1
88,5,200,1,0,low,1
10,6,200,0,0,low,1
9,7,200,0,0,low,1
44,2,151,0,0,low,1
39,2,129,0,0,low,1
87,4,200,0,0,low,1
74,4,200,0,0,low,1
10,7,200,0,0,low,1
74,4,200,0,0,low,1
75,5,200,0,0,low,1
41,2,150,0,0,low,1
41,2,144,1,0,low,1
9,7,200,0,0,low,1
9,6,200,0,0,medium,1
39,2,145,0,0,medium,1
40,2,137,0,0,medium,1
37,2,131,1,0,medium,1
10,6,200,0,0,medium,1
43,2,136,0,0,medium,1
75,5,200,1,0,medium,1
37,2,156,0,0,medium,1
11,6,200,0,0,medium,1
45,2,154,1,0,medium,1
87,5,200,1,0,medium,1
11,7,200,0,0,medium,1
45,2,129,0,0,high,1
81,4,200,0,0,low,1
77,5,200,0,0,medium,1
89,5,200,0,0,medium,1
43,2,135,0,0,medium,1
78,5,200,0,0,medium,1
37,2,149,0,0,low,1
37,2,141,0,0,low,1
85,4,200,0,0,low,1
41,2,138,0,0,low,1
11,6,200,0,0,low,1
75,5,200,0,0,low,1
82,5,200,0,0,low,1
79,5,200,0,0,low,1
43,2,150,0,0,low,1
10,7,200,0,0,low,1
46,2,141,1,0,low,1
43,2,157,0,0,low,1
43,2,136,0,0,low,1
11,7,200,0,0,low,1
9,6,200,0,0,low,1
37,2,131,0,0,low,1
40,2,160,0,0,low,1
10,7,200,0,0,low,1
41,2,157,0,0,low,1
79,3,200,0,0,low,1
11,7,200,0,0,low,1
10,6,200,0,0,medium,1
44,2,134,0,0,medium,1
25,4,200,0,0,medium,1
44,2,137,0,0,medium,1
73,4,200,0,0,medium,1
75,5,200,0,0,medium,1
36,2,148,0,0,medium,1
37,2,151,0,0,medium,1
39,2,129,0,0,medium,1
48,2,198,0,0,medium,1
57,4,200,0,0,medium,1
90,5,200,0,0,medium,1
39,2,159,0,0,high,0
44,2,145,0,0,low,1
81,5,200,0,0,medium,1
74,5,200,0,0,medium,1
44,2,145,0,0,medium,1
41,2,154,0,1,medium,1
40,2,139,0,0,low,1
46,2,152,0,0,low,1
80,2,200,0,0,low,1
87,5,200,0,0,low,1
39,2,155,0,0,low,1
38,2,148,0,0,low,1
66,2,200,0,0,low,1
10,6,200,0,0,low,1
37,2,132,0,0,low,1
10,6,200,0,0,low,1
9,5,200,0,0,low,1
86,5,200,0,0,low,1
11,6,200,0,0,low,1
37,2,157,0,0,low,1
11,7,200,0,0,low,1
77,5,200,0,0,low,1
84,5,200,0,0,low,1
10,7,200,0,0,low,1
83,5,200,0,0,low,1
11,6,200,0,0,low,1
86,5,200,0,0,low,1
38,2,161,0,0,medium,1
11,5,200,0,0,medium,1
45,2,134,0,0,medium,1
10,7,200,0,0,medium,1
9,7,200,0,0,medium,1
39,2,127,0,0,medium,1
37,2,138,1,0,medium,1
81,5,200,0,0,medium,1
9,7,200,0,0,medium,1
10,7,200,0,0,medium,1
39,2,144,0,0,medium,1
83,4,200,0,0,medium,1
45,2,148,0,0,high,1
43,2,141,0,0,low,1
80,3,200,0,0,medium,1
10,6,200,0,0,medium,1
10,2,200,0,0,medium,1
36,2,146,0,0,medium,1
38,2,140,0,0,low,1
78,5,200,0,0,low,1
44,2,145,0,0,low,1
41,2,156,1,0,low,1
72,5,200,0,0,low,1
46,2,144,0,0,low,1
10,7,200,0,0,low,1
34,4,141,0,0,low,1
11,6,200,0,0,low,1
38,2,154,0,0,low,1
82,5,200,0,0,low,1
39,2,127,0,0,low,1
44,2,140,0,0,low,1
43,2,147,0,0,low,1
84,4,200,0,0,low,1
43,2,153,0,0,low,1
37,2,128,0,0,low,1
74,4,200,0,0,low,1
73,5,200,0,0,low,1
37,2,148,0,0,low,1
58,4,200,0,0,low,1
40,2,141,0,0,medium,1
51,5,200,0,0,medium,1
46,2,151,0,0,medium,1
45,2,129,0,0,medium,1
46,2,156,0,0,medium,1
39,2,134,0,0,medium,1
9,6,200,0,0,medium,1
9,6,200,0,0,medium,1
37,2,132,0,0,medium,1
10,7,200,0,0,medium,1
77,4,200,0,0,medium,1
79,5,200,0,0,medium,1
43,2,130,0,0,high,1
38,2,146,0,0,low,1
77,5,200,0,0,medium,1
44,2,130,0,0,medium,1
39,2,136,0,0,medium,1
78,5,200,0,0,medium,1
10,6,200,0,0,low,1
10,5,200,0,0,low,1
75,5,200,0,0,low,1
46,6,200,0,0,low,1
91,4,200,0,0,low,1
10,6,200,0,0,low,1
72,3,153,0,0,low,1
11,6,200,0,0,low,1
11,6,200,0,0,low,1
46,2,154,0,0,low,1
37,2,149,0,0,low,1
46,2,157,0,0,low,1
43,2,127,0,0,low,1
11,6,200,0,0,low,1
73,5,200,0,0,low,1
43,2,158,0,0,low,1
86,5,200,0,0,low,1
10,6,200,0,0,low,1
40,2,128,0,0,low,1
11,7,200,0,0,low,1
86,3,158,0,0,low,1
42,3,200,0,0,medium,1
79,4,200,0,0,medium,1
10,7,200,0,0,medium,1
9,7,200,0,0,medium,1
9,6,200,0,0,medium,1
87,4,200,0,0,medium,1
36,2,145,0,0,medium,1
42,3,200,0,0,medium,1
84,5,200,0,0,medium,1
10,6,200,0,0,medium,1
78,3,200,0,0,medium,1
35,3,200,0,0,medium,1
10,7,200,0,0,high,0
11,6,200,0,0,low,1
43,2,135,0,0,medium,1
38,2,156,0,0,medium,1
46,2,143,0,0,medium,1
89,4,200,0,0,medium,1
45,2,147,0,0,low,1
44,2,159,0,0,low,1
74,5,200,0,0,low,1
45,2,152,0,0,low,1
79,4,200,0,0,low,1
79,5,200,0,0,low,1
11,6,200,0,0,low,1
42,2,140,0,0,low,1
64,6,200,0,0,low,1
40,2,159,0,0,low,1
84,5,200,0,0,low,1
73,5,200,0,0,low,1
40,2,144,0,0,low,1
36,2,127,0,0,low,1
43,2,131,0,0,low,1
11,6,200,0,0,low,1
91,5,200,0,0,low,1
80,5,200,0,0,low,1
42,2,139,0,0,low,1
31,4,184,0,0,low,1
44,2,130,0,0,low,1
38,2,135,0,0,medium,1
45,2,146,0,0,medium,1
43,2,149,0,0,medium,1
45,2,153,1,0,medium,1
43,2,160,0,0,medium,1
43,2,160,0,0,medium,1
9,6,200,0,0,medium,1
43,2,128,0,0,medium,1
79,4,200,0,0,medium,1
85,3,200,0,0,medium,1
38,2,129,0,0,medium,1
11,7,200,0,0,medium,1
83,5,200,0,0,high,1
81,4,200,0,0,low,1
42,2,143,0,0,medium,1
11,6,200,0,0,medium,1
11,7,200,0,0,medium,1
10,7,200,0,0,medium,1
50,5,153,0,0,low,1
44,2,154,0,0,low,1
11,6,200,0,0,low,1
39,2,134,0,0,low,1
11,6,200,0,0,low,1
36,2,132,0,0,low,1
43,2,130,0,0,low,1
40,2,127,0,0,low,1
86,4,200,0,0,low,1
38,2,145,0,0,low,1
46,2,138,0,1,low,1
37,2,129,0,0,low,1
43,2,150,0,0,low,1
66,5,200,0,0,low,1
37,2,160,0,0,low,1
77,5,200,0,0,low,1
38,2,151,0,0,low,1
39,2,127,0,0,low,1
41,2,151,0,0,low,1
10,7,200,0,0,low,1
9,6,200,0,0,low,1
41,2,131,0,0,medium,1
39,2,159,0,0,medium,1
83,4,200,0,0,medium,1
9,3,200,0,0,medium,1
75,5,200,0,0,medium,1
44,2,127,0,0,medium,1
10,6,200,0,0,medium,1
42,2,141,0,0,medium,1
10,6,200,0,0,medium,1
10,6,200,0,0,medium,1
31,4,149,0,0,medium,1
42,2,159,0,0,medium,1
38,2,152,0,0,high,0
39,2,158,0,0,low,1
10,6,200,0,0,medium,1
11,6,200,0,0,medium,1
10,7,200,0,0,medium,1
11,7,200,0,0,medium,1
44,3,200,0,0,low,1
91,4,200,0,0,low,1
72,4,200,0,0,low,1
66,3,200,0,0,low,1
20,6,200,0,0,low,1
97,3,200,1,0,low,1
59,2,200,0,0,low,1
88,4,162,0,0,low,1
16,4,197,0,0,low,1
61,3,200,0,0,low,1
52,4,200,0,0,low,1
82,4,200,0,0,low,1
75,5,200,0,0,medium,1
62,4,156,0,0,medium,0
91,3,189,0,0,medium,0
61,2,200,0,0,medium,1
79,3,200,1,0,medium,1
90,4,200,1,0,medium,1
75,3,146,0,0,medium,0
81,4,200,0,0,medium,1
59,3,159,0,0,medium,0
56,3,200,1,0,medium,1
98,5,200,0,0,medium,1
59,4,168,0,0,medium,0
61,4,151,0,0,high,0
78,4,139,0,0,low,1
55,5,196,0,0,medium,0
20,4,200,0,0,medium,1
79,2,200,0,0,medium,1
52,4,200,0,0,medium,1
97,4,200,0,0,low,1
63,4,200,0,0,low,1
85,3,200,0,0,low,1
59,3,200,0,0,low,1
64,3,135,0,0,low,0
80,3,200,1,0,low,1
61,3,140,0,0,low,0
87,3,162,0,0,low,0
75,3,117,1,0,medium,0
96,4,200,0,0,medium,1
75,3,200,0,0,medium,1
19,4,173,0,0,medium,1
52,4,170,0,0,medium,0
60,3,200,0,0,medium,1
90,4,175,0,0,medium,0
89,3,195,0,0,medium,0
54,4,184,1,0,medium,0
99,3,170,0,0,medium,0
66,4,185,0,0,medium,0
92,4,200,0,0,medium,1
19,4,102,0,0,medium,1
39,5,156,0,0,medium,1
41,3,191,0,0,medium,0
60,3,200,0,0,medium,1
95,4,200,0,0,medium,1
51,2,130,0,0,medium,0
54,2,166,0,0,medium,0
16,5,200,0,0,medium,1
98,3,191,0,0,medium,0
65,3,200,0,0,medium,1
38,3,196,0,0,medium,1
95,4,151,0,0,medium,0
60,5,165,0,0,medium,0
78,3,177,0,0,high,0
19,6,200,0,0,high,0
56,4,200,0,0,high,0
21,4,200,0,0,high,0
83,3,200,0,0,high,0
50,3,200,1,0,high,0
74,5,200,0,0,high,0
75,4,133,0,0,high,0
85,4,155,0,0,high,0
93,3,200,0,0,high,0
76,3,136,0,0,high,0
91,3,200,1,0,high,0
22,6,169,0,0,low,1
78,5,192,1,0,low,1
53,4,200,1,0,low,1
58,4,165,0,0,low,1
99,3,183,0,0,low,1
62,4,163,0,0,low,1
59,3,162,0,0,low,0
13,5,200,0,0,low,1
19,4,200,0,0,low,1
94,2,200,0,0,low,1
53,4,200,0,0,low,1
96,5,168,0,0,low,1
62,4,200,1,0,low,1
81,4,200,0,0,low,1
63,4,200,0,0,low,1
92,5,177,0,0,medium,0
83,4,200,0,0,medium,1
49,5,200,0,0,medium,1
80,4,200,0,0,medium,1
54,4,200,0,0,medium,1
37,3,169,1,0,medium,1
93,5,140,0,0,medium,0
88,5,200,0,0,medium,1
79,3,194,0,0,medium,0
65,4,173,0,0,medium,0
72,4,172,0,0,medium,0
58,3,167,0,0,medium,0
37,2,153,0,0,high,0
87,4,200,0,0,high,0
63,6,163,0,0,high,0
72,3,200,0,0,high,0
36,3,191,0,0,high,0
96,4,200,0,0,high,0
52,2,118,0,0,high,0
16,5,173,0,0,high,0
63,4,200,1,0,low,1
92,5,132,1,0,low,1
82,4,180,0,0,low,1
18,4,145,0,0,low,1
73,4,139,0,0,low,1
44,5,200,0,0,low,1
73,4,200,0,0,low,1
62,4,140,0,0,low,1
94,4,200,1,0,medium,1
76,4,200,0,0,medium,1
89,4,200,0,0,medium,1
90,5,200,0,0,medium,1
100,5,200,0,0,medium,1
71,3,138,0,0,medium,0
73,4,163,0,0,medium,0
97,5,200,0,0,medium,1
60,4,200,0,0,medium,1
82,3,200,0,0,medium,1
95,4,200,0,0,medium,1
88,5,200,0,0,medium,1
79,3,200,0,0,medium,1
52,4,171,0,0,medium,0
22,3,148,0,0,medium,1
59,5,200,0,0,medium,1
84,2,200,0,0,medium,1
54,3,175,0,0,medium,0
100,4,200,0,0,medium,1
93,3,200,1,0,medium,1
96,3,200,1,0,medium,1
56,5,152,0,0,medium,0
49,5,194,0,0,medium,0
89,4,185,1,0,high,0
57,3,193,0,0,low,1
96,3,166,0,0,medium,0
65,5,200,1,0,medium,1
14,5,200,1,0,medium,1
64,3,200,0,0,medium,1
98,3,165,1,0,medium,0
71,4,143,0,0,medium,0
96,5,137,0,0,medium,0
90,4,185,1,0,medium,0
52,3,200,1,0,medium,1
78,4,200,1,0,medium,1
62,4,184,0,0,low,1
60,4,200,0,0,low,1
82,3,152,0,0,low,0
52,3,200,0,0,low,1
13,5,189,0,0,low,1
97,3,153,0,0,low,0
63,4,200,0,0,low,1
68,5,200,0,0,high,0
74,4,200,0,0,low,1
89,4,176,0,0,high,0
28,5,191,0,0,high,0
61,3,200,0,0,low,1
67,3,185,0,0,low,1
86,3,200,0,0,high,0
87,3,173,0,0,low,1
70,4,200,0,0,medium,1
68,3,200,0,0,high,0
69,5,196,0,0,medium,0
97,3,200,0,0,medium,1
62,4,200,0,0,medium,1
55,3,200,0,0,medium,1
61,3,200,0,0,high,0
15,3,191,0,0,medium,1
84,3,199,0,0,medium,0
87,5,200,1,0,medium,1
93,4,192,0,0,high,0
14,6,200,0,0,medium,1
96,3,200,0,0,high,0
41,2,145,0,0,low,1
84,6,155,0,0,medium,1
94,5,145,0,0,medium,0
60,6,200,0,0,medium,1
70,4,182,0,0,medium,0
29,4,183,0,0,low,1
31,2,146,0,0,low,1
73,3,200,0,0,low,1
51,5,200,1,0,low,1
58,4,140,0,0,low,1
59,3,200,0,0,low,1
95,3,186,0,0,low,1
84,3,159,0,0,low,0
28,3,164,1,0,low,1
94,4,200,1,0,low,1
49,4,137,0,0,high,0
72,4,164,1,0,low,1
19,5,200,0,0,low,1
83,3,200,0,0,low,1
79,4,200,1,0,low,1
72,3,175,0,0,high,0
97,4,200,0,0,low,1
92,4,200,0,0,low,1
95,3,200,0,0,low,1
76,4,200,0,0,high,0
24,5,199,0,0,low,1
89,4,200,0,1,medium,1
69,5,140,0,1,high,0
92,3,200,0,1,medium,1
79,4,200,0,1,high,0
87,4,189,0,1,medium,0
89,5,200,1,0,medium,1
75,5,199,0,0,medium,0
78,4,200,0,0,medium,1
13,5,200,0,0,medium,1
94,3,200,1,0,medium,1
94,4,200,0,0,medium,1
67,5,200,0,0,medium,1
60,5,200,0,0,high,0
62,4,200,0,0,low,1
38,2,171,0,0,medium,1
80,4,194,0,0,medium,0
61,3,104,0,0,medium,0
61,4,176,0,0,medium,0
66,4,192,0,0,medium,0
56,3,154,0,0,medium,0
100,4,186,1,0,medium,0
73,3,200,0,0,medium,1
60,4,132,0,0,medium,0
78,5,200,0,0,high,0
48,3,200,0,0,low,1
90,4,200,0,0,low,1
16,4,200,0,0,low,1
50,3,200,0,0,high,0
66,3,196,1,0,low,1
44,2,200,0,0,low,1
95,4,200,0,0,low,1
90,3,200,0,0,high,0
27,4,185,0,0,low,1
51,6,98,0,0,low,1
68,3,200,0,0,low,1
97,5,137,1,0,low,1
91,4,159,1,0,low,1
76,5,200,0,0,low,1
88,4,177,1,0,low,1
83,4,200,0,0,medium,1
78,3,161,0,0,medium,0
52,2,103,0,0,medium,0
63,4,151,0,0,medium,0
90,3,193,0,0,medium,0
48,3,194,0,0,medium,0
70,5,200,0,0,medium,1
68,4,200,0,0,medium,1
70,3,166,0,0,medium,0
77,3,141,0,0,medium,0
73,3,200,0,0,medium,1
87,4,200,0,0,medium,1
65,3,200,0,0,high,0
62,2,134,0,0,low,1
53,3,200,1,0,medium,1
59,5,200,0,0,medium,1
87,2,154,0,0,medium,0
47,3,111,0,0,medium,0
96,3,200,0,0,low,1
79,3,169,0,0,low,0
84,3,200,1,0,low,1
68,3,178,1,0,low,1
86,4,200,0,0,low,1
73,5,200,0,0,low,1
90,2,200,0,0,low,1
63,3,180,0,0,low,1
71,3,200,0,0,low,1
71,5,200,0,0,low,1
95,4,150,0,0,low,1
51,4,200,1,0,low,1
77,4,161,0,0,low,1
48,3,136,0,0,low,0
93,2,200,1,0,low,1
